"","fb_post_id","Topic_page","Topic","likes","comments","shares"
"2140","2850782284958602","Climate Change","Climate Change",7,0,8
"2141","622638995249035","Climate Change","Climate Change",3,0,1
"2142","2843939382309559","Climate Change","Climate Change",2,0,2
"2143","2839646719405492","Climate Change","Climate Change",9,1,0
"2144","2837682926268538","Climate Change","Climate Change",1,0,1
"2145","2813610588675772","Climate Change","Climate Change",1,0,1
"2146","2811648938871937","Climate Change","Climate Change",4,0,1
"2147","2811462668890564","Climate Change","Climate Change",3,0,1
"2148","2809745669062264","Climate Change","Climate Change",0,0,0
"2149","2796442267059271","Climate Change","Climate Change",11,0,1
"2150","2792800347423463","Climate Change","Climate Change",11,0,7
"2151","2786341298069368","Climate Change","Climate Change",7,0,3
"2152","2785819734788191","Climate Change","Climate Change",5,0,5
"2153","2784270948276403","Climate Change","Climate Change",3,0,0
"2154","2783932584976906","Climate Change","Climate Change",2,0,0
"2155","2783690361667795","Climate Change","Climate Change",3,0,1
"2156","2779283075441857","Climate Change","Climate Change",12,0,8
"2157","2770869739616524","Climate Change","Climate Change",8,0,1
"2158","2768537806516384","Climate Change","Climate Change",3,0,0
"2159","2764948723541959","Climate Change","Climate Change",6,0,1
"2160","2764278820275616","Climate Change","Climate Change",27,2,2
"2161","2764267670276731","Climate Change","Climate Change",10,0,7
"2162","2755592257810939","Climate Change","Climate Change",26,2,0
"2163","2754096137960551","Climate Change","Climate Change",8,0,1
"2164","2752109851492513","Climate Change","Climate Change",34,4,4
"2165","2749482995088532","Climate Change","Climate Change",16,0,1
"2166","2747483581955140","Climate Change","Climate Change",13,0,5
"2167","978212152606356","AI","AI",37,1,5
"2168","976997122727859","AI","AI",8,0,0
"2169","972245576536347","AI","AI",10,0,3
"2170","971790213248550","AI","AI",44,3,3
"2171","963637434063828","AI","AI",17,0,2
"2172","961505450943693","AI","AI",3,0,0
"2173","956760044751567","AI","AI",22,0,1
"2174","955239441570294","AI","AI",11,0,1
"2175","954036878357217","AI","AI",2,0,0
"2176","949964098764495","AI","AI",2,0,2
"2177","949872302107008","AI","AI",5,1,0
"2178","946975949063310","AI","AI",12,0,0
"2179","944826005944971","AI","AI",1,0,0
"2180","944143209346584","AI","AI",6,0,0
"2181","942198166207755","AI","AI",8,2,1
"2182","940961246331447","AI","AI",23,0,0
"2183","940944892999749","AI","AI",12,1,1
"2184","941094036318168","AI","AI",2,0,0
"2185","939542553139983","AI","AI",12,1,0
"2186","938774269883478","AI","AI",2,0,0
"2187","938767809884124","AI","AI",5,0,0
"2188","938147106612861","AI","AI",8,0,1
"2189","938082913285947","AI","AI",6,0,0
"2190","936712076756364","AI","AI",7,0,0
"2191","936632410097664","AI","AI",38,0,5
"2192","935998870161018","AI","AI",4,1,0
"2193","931745287253043","AI","AI",5,0,0
"2194","928514010909504","AI","AI",16,0,0
"2195","928352087592363","AI","AI",5,0,0
"2196","925674097860162","AI","AI",2,0,0
"2197","924324811328424","AI","AI",4,0,0
"2198","920217818405790","AI","AI",6,0,0
"2199","920047145089524","AI","AI",15,0,0
"2200","919948868432685","AI","AI",11,0,3
"2201","917870055307233","AI","AI",6,0,2
"2202","917867928640779","AI","AI",7,0,2
"2203","917857318641840","AI","AI",7,0,1
"2204","917777825316456","AI","AI",14,0,1
"2205","915349468892625","AI","AI",4,0,1
"2206","915231448904427","AI","AI",14,0,1
"2207","914205322340373","AI","AI",3,1,0
"2208","2569990813216227","AI","AI",14,14,12
"2209","914006705693568","AI","AI",1,0,0
"2210","913491995745039","AI","AI",5,0,0
"2211","659840264566012","AI","AI",15,16,7
"2212","910941369333435","AI","AI",10,1,3
"2213","910850229342549","AI","AI",4,0,0
"2214","171211580974860","AI","AI",31,6,5
"2215","908914402869465","AI","AI",27,0,0
"2216","908116989615873","AI","AI",28,0,2
"2217","906630099764562","AI","AI",0,0,0
"2218","906037376490501","AI","AI",7,0,0
"2219","905482249879347","AI","AI",1,0,0
"2220","904996239927948","AI","AI",1,0,0
"2221","902162486877990","AI","AI",5,0,0
"2222","901980953562810","AI","AI",0,0,0
"2223","901526343608271","AI","AI",0,0,0
"2224","901326306961608","AI","AI",4,0,0
"2225","900891580338414","AI","AI",3,0,0
"2226","898070703953835","AI","AI",14,2,1
"2227","897547620672810","AI","AI",11,0,2
"2228","897423660685206","AI","AI",7,0,1
"2229","896284194132486","AI","AI",4,0,0
"2230","894958487598390","AI","AI",3,1,0
"2231","894920920935480","AI","AI",0,0,0
"2232","894917060935866","AI","AI",1,0,0
"2233","892758677818371","AI","AI",25,9,0
"2234","891375177956721","AI","AI",35,0,3
"2235","891264994634406","AI","AI",5,0,1
"2236","890705548023684","AI","AI",2,0,0
"2237","890051481422424","AI","AI",1,0,0
"2238","887869371640635","AI","AI",24,4,6
"2239","887259801701592","AI","AI",2,0,0
"2240","887127371714835","AI","AI",6,2,4
"2241","886639965096909","AI","AI",3,0,1
"2242","886633711764201","AI","AI",0,0,0
"2243","886530605107845","AI","AI",5,0,1
"2244","886462761781296","AI","AI",9,0,5
"2245","885827178511521","AI","AI",1,0,1
"2246","885769511850621","AI","AI",8,0,0
"2247","883008272126745","AI","AI",4,0,1
"2248","882428455518060","AI","AI",3,0,0
"2249","882355702192002","AI","AI",3,0,0
"2250","882207788873460","AI","AI",4,0,0
"2251","881515408942698","AI","AI",16,1,8
"2252","881505668943672","AI","AI",5,0,0
"2253","881018472325725","AI","AI",2,0,1
"2254","880933315667574","AI","AI",0,0,0
"2255","880251472402425","AI","AI",0,0,0
"2256","879050119189227","AI","AI",3,0,0
"2257","878300359264203","AI","AI",9,0,1
"2258","877648049329434","AI","AI",2,0,0
"2259","877589906001915","AI","AI",8,0,0
"2260","877500089344230","AI","AI",1,0,0
"2261","876951846065721","AI","AI",4,0,2
"2262","876414319452807","AI","AI",2,0,0
"2263","876350586125847","AI","AI",6,0,0
"2264","876149379479301","AI","Climate Change",5,1,0
"2265","875515436209362","AI","AI",2,0,1
"2266","874848899609349","AI","AI",2,0,0
"2267","874176953009877","AI","AI",5,0,0
"2268","873490433078529","AI","AI",3,0,0
"2269","873344739759765","AI","AI",3,0,0
"2270","872827676478138","AI","AI",6,0,2
"2271","872783876482518","AI","AI",2,0,0
"2272","872075276553378","AI","AI",6,0,2
"2273","871402116620694","AI","AI",6,0,0
"2274","871264443301128","AI","AI",12,0,2
"2275","870769753350597","AI","AI",4,1,0
"2276","869292076831698","AI","AI",33,1,18
"2277","869259683501604","AI","AI",11,0,6
"2278","867733563654216","AI","AI",5,0,2
"2279","867189217041984","AI","AI",2,0,0
"2280","867042803723292","AI","AI",4,0,1
"2281","865655480528691","AI","AI",7,0,1
"2282","863697137391192","AI","AI",14,0,4
"2283","861909507569955","AI","AI",23,0,2
"2284","860452314382341","AI","AI",16,0,3
"2285","855338444893728","AI","AI",135,17,3
"2286","843564236071149","AI","AI",95,15,6
"2287","840124726415100","AI","AI",15,1,0
"2288","837578180003088","AI","AI",11,0,1
"2289","837247326702840","AI","AI",26,3,1
"2290","837242160036690","AI","AI",11,0,1
"2291","10158672821697579","General","General",130,3,62
"2292","10158675992667579","General","General",139,9,97
"2293","10158675471347579","General","General",41,0,4
"2294","10158672789042579","General","General",87,1,33
"2295","10158670491672579","General","General",276,19,64
"2296","10158668040007579","General","General",24,0,6
"2297","10158600172882579","General","General",62,1,15
"2298","10158646496142579","General","General",80,3,18
"2299","10158651996247579","General","General",31,0,10
"2300","10158600164342579","General","General",97,2,13
"2301","10158636446087579","General","General",102,1,12
"2302","10158634241717579","General","General",42,0,1
"2303","10158631181672579","General","General",158,7,13
"2304","10158600124682579","General","General",54,1,11
"2305","2693500864303493","General","General",103,14,29
"2306","10158614369997579","General","General",161,0,31
"2307","10158613763037579","General","General",22,1,9
"2308","10158610800692579","General","General",258,9,91
"2309","782830949120736","General","General",75,4,36
"2310","10158600084972579","General","General",143,5,68
"2311","10158600198522579","General","General",20,0,5
"2312","10158599548317579","General","General",189,15,83
"2313","10158597556037579","General","General",201,0,71
"2314","10158591562827579","General","General",543,14,181
"2315","10158590932632579","General","General",91,2,6
"2316","10158589041502579","General","General",66,1,39
"2317","293560115294816","General","General",96,3,32
"2318","10158580287617579","General","General",16,0,2
"2319","10158576640492579","General","General",41,3,0
"2320","707901446656934","General","General",125,15,35
"2321","10158560443282579","General","General",17,0,2
"2322","10158558135227579","General","AI",55,0,13
"2323","10158554555512579","General","General",14,0,2
"2324","10158540213472579","General","General",15,0,4
"2325","10158548296987579","General","General",7,0,0
"2326","276581393601933","General","General",101,1,31
"2327","10158543259102579","General","General",12,0,2
"2328","10158539703097579","General","General",136,11,34
"2329","1105516976486513","General","General",43,0,16
"2330","10158533938102579","General","General",39,0,10
"2331","10158532174742579","General","General",176,3,37
"2332","942867139521994","General","General",91,10,27
"2333","10158528801437579","General","General",12,0,1
"2334","3328855043805161","General","General",72,2,19
"2335","10158521162642579","General","General",73,2,26
"2336","10158521125627579","General","General",19,0,2
"2337","10158519842862579","General","General",28,0,5
"2338","10158516429552579","General","General",35,10,0
"2339","10158513146142579","General","General",271,4,93
"2340","10158510877652579","General","General",81,0,10
"2341","10158510637972579","General","General",27,1,5
"2342","268444224263365","General","General",101,0,22
"2343","10158501538902579","General","General",140,0,30
"2344","10158501499187579","General","General",22,0,3
"2345","10158501454922579","General","General",166,2,40
"2346","10158494959452579","General","General",49,0,1
"2347","10158494169877579","General","General",28,0,1
"2348","10158491122567579","General","General",56,2,11
"2349","10158490459192579","General","General",77,1,14
"2350","10158484450012579","General","General",273,7,142
"2351","10158483881087579","General","General",24,1,5
"2352","10158483550272579","General","General",113,0,20
"2353","10158481339117579","General","General",82,0,27
"2354","641973969863337","General","General",86,10,30
"2355","10158470992752579","General","General",69,0,16
"2356","10158471442227579","General","General",18,0,1
"2357","10158470088497579","General","General",34,0,4
"2358","10158470339957579","General","General",62,0,19
"2359","10158464468737579","General","General",166,5,77
"2360","10158458725087579","General","General",37,0,12
"2361","10158460706037579","General","General",98,0,17
"2362","10158458767642579","General","General",17,0,1
"2363","188520159170606","General","General",122,4,35
"2364","10158446253837579","General","General",236,0,76
"2365","10158449512017579","General","General",44,0,8
"2366","10158449221992579","General","General",25,1,6
"2367","10158443242717579","General","General",25,0,4
"2368","10158439265242579","General","General",73,0,29
"2369","10158437239447579","General","General",20,0,5
"2370","10158437130322579","General","General",68,2,18
"2371","10158436334212579","General","General",104,3,19
"2372","3283721224971389","General","General",142,8,51
"2373","10158427402232579","General","General",78,1,11
"2374","10158428458212579","General","General",28,0,4
"2375","10158427508067579","General","General",40,1,6
"2376","10158427462657579","General","General",63,1,17
"2377","10158426685302579","General","General",43,0,37
"2378","10158424486132579","General","General",115,1,14
"2379","262331824853440","General","General",90,41,24
"2380","10158414925152579","General","General",15,0,6
"2381","10158415146477579","General","General",138,0,33
"2382","10158415008092579","General","General",79,0,18
"2383","10158414134842579","General","General",94,0,13
"2384","10158405208452579","General","General",23,0,5
"2385","10158402608287579","General","General",200,5,62
"2386","10158406015487579","General","General",9,0,0
"2387","10158402669337579","General","General",148,6,36
"2388","10158402449157579","General","General",16,0,3
"2389","311602396503244","General","General",94,31,23
"2390","10158383598842579","General","General",58,1,15
"2391","10158395780322579","General","General",43,0,13
"2392","10158383596017579","General","General",31,0,13
"2393","10158383623077579","General","General",24,1,4
"2394","10158383579282579","General","General",73,1,41
"2395","10158380781032579","General","General",70,0,44
"2396","10158380766797579","General","General",24,0,15
"2397","238679780727827","General","AI",110,30,23
"2398","10158361778182579","General","General",21,0,6
"2399","10158374896147579","General","General",79,0,10
"2400","10158374941042579","General","General",50,5,17
"2401","10158371855182579","General","General",22,0,9
"2402","10158361773157579","General","General",39,0,8
"2403","10158364839912579","General","General",36,0,5
"2404","10158361752267579","General","General",57,0,33
"2405","10158359094787579","General","General",18,0,10
"2406","10158359005277579","General","General",83,1,27
"2407","10158358564997579","General","General",230,6,64
"2408","243863043590608","General","General",109,112,26
"2409","10158355893982579","General","General",14,0,2
"2410","10158338996967579","General","General",49,1,14
"2411","10158352555607579","General","General",30,1,14
"2412","10158352451822579","General","General",64,0,18
"2413","10158349306377579","General","General",130,0,51
"2414","10158338989057579","General","General",32,0,17
"2415","10158338319262579","General","General",124,0,35
"2416","10158335344322579","General","General",61,0,18
"2417","10158334401817579","General","General",44,0,16
"2418","559114921691540","General","General",0,0,0
"2419","10158334296187579","General","General",28,0,14
"2420","2290236307950983","General","General",97,45,22
"2421","10158313098072579","General","General",40,0,11
"2422","10158328738042579","General","General",20,0,2
"2423","10158327708922579","General","General",189,1,65
"2424","10158324464807579","General","General",20,0,6
"2425","10158324195162579","General","General",27,0,0
"2426","10158323770457579","General","General",45,0,10
"2427","10158323666012579","General","General",48,0,24
"2428","10158313090252579","General","General",26,0,10
"2429","10158312955112579","General","General",83,2,44
"2430","10158308353457579","General","General",42,0,7
"2431","10158308233092579","General","General",24,0,5
"2432","10158304568987579","General","General",28,1,8
"2433","889880478140776","General","General",166,92,41
"2434","10158285653152579","General","General",45,0,7
"2435","10158304423882579","General","Vaccines",199,4,88
"2436","10158301605747579","General","General",5,0,0
"2437","10158297501472579","General","General",19,1,7
"2438","10158298271767579","General","General",623,169,104
"2439","10158285645947579","General","General",46,0,18
"2440","10158286762987579","General","General",129,7,17
"2441","10158285924562579","General","General",52,0,3
"2442","10158285499797579","General","General",72,0,35
"2443","10158282981662579","General","General",19,0,4
"2444","525439188141591","General","General",176,89,59
"2445","10158261181917579","General","General",48,0,8
"2446","10158273601202579","General","General",78,2,40
"2447","10158270640767579","General","General",36,1,19
"2448","10158270042902579","General","General",76,28,6
"2449","10158261171132579","General","General",56,1,10
"2450","10158262420427579","General","General",45,0,7
"2451","10158261155852579","General","General",227,2,11
"2452","10158258047397579","General","General",15,0,7
"2453","10158256724732579","General","General",164,0,35
"2454","10158253990697579","General","General",98,0,53
"2455","10158253404802579","General","General",23,0,12
"2456","10158245832937579","General","General",150,0,51
"2457","3057554954309147","General","General",286,68,85
"2458","10158238994837579","General","General",93,1,14
"2459","10158239055782579","General","General",29,0,15
"2460","10158238984737579","General","General",78,0,29
"2461","10158226896907579","General","General",123,1,54
"2462","10158225693657579","General","General",24,0,7
"2463","179867009651151","General","General",294,99,82
"2464","10158218744002579","General","General",87,3,14
"2465","10158216403247579","General","General",91,0,26
"2466","10158216575357579","General","General",35,0,18
"2467","10158216133032579","General","General",94,2,29
"2468","10158216156417579","General","General",34,0,9
"2469","10158206272122579","General","General",332,1,232
"2470","10158211868077579","General","General",33,1,33
"2471","10158212056382579","General","General",81,5,49
"2472","216372106460423","General","General",174,74,41
"2473","10158193724582579","General","General",55,6,18
"2474","10158204612537579","General","General",244,1,110
"2475","10158201771047579","General","General",27,0,15
"2476","10158193697492579","General","General",29,0,1
"2477","2261020567534711","General","General",0,0,0
"2478","10158200978462579","General","General",34,0,26
"2479","10158194405512579","General","General",29,1,19
"2480","10158193620082579","General","General",68,2,43
"2481","10158193540382579","General","General",331,10,159
"2482","10158174645272579","General","General",30,0,21
"2483","10158189675827579","General","General",313,9,135
"2484","1457693014391635","General","General",115,77,38
"2485","10158189662367579","General","General",42,0,4
"2486","10158179454257579","General","General",38,0,14
"2487","10158179531972579","General","General",38,2,17
"2488","10158179485997579","General","General",88,2,32
"2489","904681219964473","General","General",184,237,43
"2490","10158173999847579","General","General",52,0,19
"2491","10158174307902579","General","General",57,1,25
"2492","10158173992212579","General","General",38,0,20
"2493","10158169836627579","General","General",102,2,63
"2494","10158167195647579","General","General",75,0,48
"2495","3632419483495982","General","General",123,32,22
"2496","884544911987510","General","General",97,20,25
"2497","10158150578247579","General","General",61,0,21
"2498","10158150555162579","General","General",36,0,20
"2499","10158154714897579","General","General",56,0,0
"2500","10158150533872579","General","General",60,2,18
"2501","1471582323015226","General","General",226,116,50
"2502","10158143385307579","General","General",74,0,23
"2503","10158143379927579","General","General",39,2,24
"2504","10158139279322579","General","General",92,1,75
"2505","3877006412339763","General","General",302,189,71
"2506","10158136097877579","General","General",48,0,18
"2507","10158136084927579","General","General",34,3,8
"2508","10158132739057579","General","General",112,10,59
"2509","10158126435752579","General","General",65,7,55
"2510","640083880157498","General","General",346,547,96
"2511","10158120371957579","General","General",89,37,41
"2512","10158120366342579","General","General",76,0,24
"2513","10158120361752579","General","General",149,11,123
"2514","10158118362872579","General","General",24,0,6
"2515","10158118093772579","General","General",30,0,6
"2516","10158115257792579","General","General",19,0,10
"2517","10158100286682579","General","General",52,3,14
"2518","205273573907658","General","General",341,669,65
"2519","10158096587622579","General","General",70,11,39
"2520","10158096580932579","General","General",30,2,19
"2521","10158096543522579","General","General",89,4,34
"2522","10158097057972579","General","General",52,0,8
"2523","10158096546152579","General","General",142,17,135
"2524","10158093450497579","General","General",308,2,83
"2525","10158087310592579","General","General",47,0,13
"2526","10158085091142579","General","General",76,7,44
"2527","10158075802257579","General","General",21,0,8
"2528","10158063153672579","General","General",132,2,21
"2529","10158057947312579","General","General",45,2,18
"2530","10158054811907579","General","General",15,0,5
"2531","10158051738552579","General","General",89,6,8
"2532","10158042028172579","General","General",84,1,28
"2533","10158039072842579","General","General",67,0,15
"2534","10158038138477579","General","General",120,2,76
"2535","10158035621327579","General","General",31,0,8
"2536","10158034967512579","General","General",40,0,8
"2537","10158032007282579","General","General",185,2,78
"2538","10158029378257579","General","General",54,0,24
"2539","10158017658037579","General","General",91,2,35
"2540","10158016972182579","General","General",64,0,18
"2541","10158013926027579","General","General",16,0,6
"2542","10158011381962579","General","General",445,14,152
"2543","10158010874362579","General","General",96,2,54
"2544","10158008226677579","General","General",99,0,34
"2545","3519531864745310","General","General",1,0,0
"2546","3368302513201580","General","General",7,5,0
"2547","3313204292044736","General","General",6,0,0
"2548","3215700308461802","General","General",3,0,0
"2549","3170019919696508","General","General",0,0,0
"2550","3097678000264034","General","General",6,0,0
"2551","3021252941239874","General","General",1,0,0
"2552","10158772998738750","General","General",48,0,35
"2553","10158773321538750","General","General",3,0,1
"2554","10158762496293750","General","General",20,0,6
"2555","10158773063538750","General","General",4,0,1
"2556","10158773153313750","General","General",15,0,5
"2557","10158773052373750","General","General",5,0,1
"2558","10158765325693750","General","General",5,0,2
"2559","10158765319733750","General","General",12,0,5
"2560","10158762477923750","General","General",52,2,18
"2561","10158765296963750","General","General",2,0,2
"2562","10158765295158750","General","General",100,2,111
"2563","10158765307803750","General","General",2,0,0
"2564","10158765316283750","General","General",4,0,1
"2565","10158765301668750","General","General",13,1,2
"2566","10158762468033750","General","General",2,0,0
"2567","10158765288788750","General","General",9,0,1
"2568","10158764832148750","General","General",39,0,24
"2569","10158767906253750","General","General",2,0,0
"2570","10158765311233750","General","General",6,0,3
"2571","10158765299693750","General","General",19,0,10
"2572","10158765290658750","General","General",33,0,24
"2573","10158762447498750","General","General",2,0,0
"2574","10158764876978750","General","General",26,0,6
"2575","10158764986838750","General","General",36,0,2
"2576","10158764823118750","General","General",9,0,3
"2577","10158762996473750","General","General",12,1,8
"2578","10158762990543750","General","General",3,0,1
"2579","10158759827968750","General","General",1,0,0
"2580","10158760099898750","General","General",7,0,3
"2581","10158762504358750","General","General",4,0,0
"2582","10158762337123750","General","General",21,0,13
"2583","10158760211333750","General","General",26,0,26
"2584","10158760080783750","General","General",15,0,4
"2585","10158760152178750","General","General",4,0,0
"2586","10158759827463750","General","General",2,0,0
"2587","10158759825453750","General","General",3,0,1
"2588","10158759682443750","General","General",15,0,9
"2589","10158759563203750","General","General",1,0,0
"2590","10158759465078750","General","General",7,0,0
"2591","10158757571208750","General","General",1,0,0
"2592","10158757778173750","General","General",7,0,1
"2593","10158757735818750","General","General",2,0,1
"2594","10158757263133750","General","General",2,0,0
"2595","10158757280248750","General","General",1,0,0
"2596","10158755072178750","General","General",5,0,1
"2597","10158756988768750","General","General",18,2,6
"2598","10158755125573750","General","General",4,0,4
"2599","10158755092598750","General","General",19,4,4
"2600","10158755009808750","General","General",3,0,1
"2601","10158755366838750","General","General",3,0,1
"2602","10158755029873750","General","General",5,0,0
"2603","10158754745988750","General","General",4,0,0
"2604","10158754574468750","General","General",28,0,15
"2605","10158754564983750","General","General",4,0,1
"2606","10158703608178750","General","General",22,0,13
"2607","10158706407113750","General","General",5,0,0
"2608","10158723560783750","General","General",1,0,0
"2609","10158703655368750","General","General",1,0,1
"2610","10158703758568750","General","General",1,0,1
"2611","10158709188403750","General","General",4,1,4
"2612","10158708879983750","General","General",17,0,9
"2613","10158706009378750","General","General",6,0,4
"2614","10158723671633750","General","General",7,0,1
"2615","10158706443903750","General","General",4,0,2
"2616","10158686589463750","General","General",5,0,8
"2617","10158709168933750","General","General",16,0,10
"2618","10158748398968750","General","General",56,0,70
"2619","10158706305728750","General","General",4,0,4
"2620","10158708806628750","General","General",5,0,3
"2621","10158698087988750","General","General",28,0,12
"2622","10158723629053750","General","General",10,0,1
"2623","10158747055548750","General","General",227,9,424
"2624","10158709164563750","General","General",381,8,402
"2625","10158746905613750","General","General",10,0,11
"2626","10158709192573750","General","General",102,0,78
"2627","10158746673223750","General","General",31,0,2
"2628","10158703718868750","General","General",0,0,0
"2629","10158703512923750","General","General",8,0,0
"2630","10158723575573750","General","General",4,0,0
"2631","10158706367438750","General","General",5,0,0
"2632","10158708764873750","General","General",6,0,2
"2633","10158744182213750","General","General",7,0,6
"2634","10158709196983750","General","General",6,0,4
"2635","10158703746888750","General","General",72,0,50
"2636","10158708896933750","General","General",1,0,1
"2637","10158706001783750","General","General",8,0,0
"2638","10158723546238750","General","General",33,1,9
"2639","10158708794333750","General","General",2,0,1
"2640","10158741577918750","General","General",4,0,4
"2641","10158709177928750","General","General",323,11,304
"2642","10158686218268750","General","General",5,0,1
"2643","10158698080443750","General","General",5,0,1
"2644","10158723502703750","General","General",12,0,2
"2645","10158705997048750","General","General",7,0,0
"2646","10158706359593750","General","General",7,0,3
"2647","10158708754933750","General","General",5,0,0
"2648","10158705958943750","General","General",1,0,2
"2649","10158703517243750","General","General",10,0,3
"2650","10158723435193750","General","General",6,0,2
"2651","10158705983383750","General","General",7,0,2
"2652","10158706189958750","General","General",5,0,1
"2653","10158706343503750","General","General",15,0,3
"2654","10158703761378750","General","General",782,34,964
"2655","10158705999853750","General","General",5,0,1
"2656","10158723365018750","General","General",11,0,1
"2657","10158703816968750","General","General",5,0,0
"2658","10158705961678750","General","General",6,1,7
"2659","10158733540393750","General","General",8,0,0
"2660","10158706336703750","General","General",10,0,1
"2661","10158700335378750","General","General",62,2,60
"2662","10158732275088750","General","General",5,0,0
"2663","10158705958038750","General","General",3,0,4
"2664","10158686271663750","General","General",12,0,2
"2665","10158705964058750","General","General",6,0,0
"2666","10158723360113750","General","General",7,2,2
"2667","10158703769838750","General","General",3,0,0
"2668","10158697931198750","General","General",10,0,16
"2669","10158703782113750","General","General",8,0,3
"2670","10158729964538750","General","General",13,0,5
"2671","10158703483168750","General","General",8,0,10
"2672","10158698084913750","General","General",7,0,0
"2673","10158723348153750","General","General",24,0,7
"2674","10158703767013750","General","General",0,0,0
"2675","10158703756003750","General","General",18,0,6
"2676","10158705952683750","General","General",73,0,50
"2677","10158703753588750","General","General",56,2,25
"2678","10158700417018750","General","General",3,0,0
"2679","10158725435823750","General","General",0,0,1
"2680","10158689373043750","General","General",5,0,2
"2681","10158720566548750","General","General",60,1,14
"2682","10158705942798750","General","General",3,0,0
"2683","10158725426928750","General","General",12,0,6
"2684","10158725407288750","General","General",2,0,1
"2685","10158725253653750","General","General",22,0,7
"2686","10158689011498750","General","General",5,0,2
"2687","10158686273948750","General","General",13,0,3
"2688","10158720492493750","General","General",17,2,3
"2689","10158686192088750","General","General",58,0,41
"2690","10158700325668750","General","General",118,0,139
"2691","10158722793913750","General","General",15,0,3
"2692","10158703728643750","General","General",4,0,1
"2693","10158686131623750","General","General",8,0,0
"2694","10158686267373750","General","General",3,0,2
"2695","10158720203913750","General","General",6,0,4
"2696","10158720260493750","General","General",25,0,4
"2697","10158720136128750","General","General",5,0,0
"2698","10158700427763750","General","General",7,0,3
"2699","10158700322588750","General","General",33,0,19
"2700","10158700329243750","General","General",0,0,0
"2701","10158669160273750","General","General",27,1,15
"2702","10158700321313750","General","General",23,0,18
"2703","10158716980898750","General","General",11,0,5
"2704","10158706074028750","General","General",5,0,1
"2705","10158697918348750","General","General",10,1,5
"2706","10158716865943750","General","General",36,3,26
"2707","10158703750768750","General","General",10,0,0
"2708","10158716889308750","General","General",30,0,17
"2709","10158697914228750","General","General",28,0,26
"2710","10158706069828750","General","General",7,0,0
"2711","10158706362888750","General","General",7,0,4
"2712","10158709154618750","General","General",17,0,2
"2713","10158709203958750","General","General",8,1,1
"2714","10158666419128750","General","General",8,0,2
"2715","10158706457748750","General","General",63,0,15
"2716","10158706064783750","General","General",12,2,2
"2717","10158706500628750","General","General",24,0,4
"2718","10158709150108750","General","General",4,0,2
"2719","10158709206353750","General","General",3,0,3
"2720","10158710429113750","General","General",10,0,7
"2721","10158709044553750","General","General",10,0,0
"2722","10158706410178750","General","General",6,0,1
"2723","10158706051778750","General","General",28,2,11
"2724","10158706470983750","General","General",2,0,1
"2725","10158705986488750","General","General",38,0,17
"2726","10158706484628750","General","General",9,0,3
"2727","10158706380413750","General","General",60,0,55
"2728","10158705995258750","General","General",3,0,0
"2729","10158706014948750","General","General",41,1,42
"2730","10158705902818750","General","General",13,0,7
"2731","10158700278658750","General","General",16,0,6
"2732","10158703762933750","General","General",2,0,2
"2733","10158705587043750","General","General",10,0,27
"2734","10158701018583750","General","General",11,0,6
"2735","10158698050103750","General","General",8,0,3
"2736","10158700769023750","General","General",10,0,1
"2737","10158703228333750","General","General",0,0,0
"2738","10158703301118750","General","General",0,0,0
"2739","10158700286358750","General","General",4,0,2
"2740","10158701024953750","General","General",16,0,4
"2741","10158698122873750","General","General",48,4,27
"2742","10158701144323750","General","General",9,0,3
"2743","10158698047833750","General","General",8,0,2
"2744","10158700838158750","General","General",1,0,0
"2745","10158700829703750","General","General",0,0,0
"2746","10158683828678750","General","General",54,0,9
"2747","10158700208748750","General","General",9,0,1
"2748","10158698411298750","General","General",9,0,0
"2749","10158698375448750","General","General",16,0,4
"2750","10158697547488750","General","General",12,0,5
"2751","10158698146908750","General","General",5,0,2
"2752","10158686289223750","General","General",7,0,3
"2753","10158678203953750","General","General",8,0,0
"2754","10158697505323750","General","General",6,0,2
"2755","10158697519643750","General","General",13,0,13
"2756","10158686188333750","General","General",8,0,2
"2757","10158689424688750","General","General",34,0,17
"2758","10158686264148750","General","General",6,0,2
"2759","10158695096283750","General","General",18,0,4
"2760","10158678185883750","General","General",4,0,0
"2761","10158688958578750","General","General",18,1,13
"2762","10158689006148750","General","General",5,0,7
"2763","10158686237288750","General","General",3,0,7
"2764","10158686895463750","General","General",27,1,15
"2765","10158686245133750","General","General",7,0,0
"2766","10158678163613750","General","General",13,0,0
"2767","10158690458963750","General","General",5,0,0
"2768","10158692003293750","General","General",0,0,2
"2769","10158689008998750","General","General",11,0,8
"2770","10158660368468750","General","General",3,0,0
"2771","10158689605323750","General","General",6,0,0
"2772","10158689365268750","General","General",4,0,0
"2773","10158678155138750","General","General",6,0,2
"2774","10158689022258750","General","General",14,2,8
"2775","10158686743138750","General","General",10,0,2
"2776","10158686824683750","General","General",17,0,5
"2777","10158683961748750","General","General",6,0,0
"2778","10158687058588750","General","General",18,0,6
"2779","10158686228043750","General","General",7,0,0
"2780","10158678140288750","General","General",2,0,0
"2781","10158686137893750","General","General",7,0,1
"2782","10158683957643750","General","General",30,1,7
"2783","10158686029183750","General","General",10,1,5
"2784","10158681116933750","General","General",5,0,2
"2785","10158683941668750","General","General",17,0,22
"2786","10158683812098750","General","General",8,0,2
"2787","10158678132013750","General","General",0,0,0
"2788","10158683485458750","General","General",6,0,1
